YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,u,v,dir,vel,urot,vrot
2018,1,1,2,25,0,-0.030392,0.087961,340.94,0.1065,0.040707,0.083689
2018,1,1,3,25,0,0.019701,0.087494,12.69,0.0976,0.075798,0.047936
2018,1,1,4,25,0,-0.058956,0.15835,339.58,0.1845,0.07028,0.15366
2018,1,1,5,25,0,-0.010513,0.22028,357.27,0.2281,0.14833,0.1632
2018,1,1,6,25,0,0.0014354,0.18087,0.45467,0.1953,0.12891,0.12688
2018,1,1,7,25,0,-0.039949,0.11125,340.25,0.1538,0.050415,0.10691
2018,1,1,8,25,0,-0.043841,-0.0078373,259.86,0.0955,-0.036542,0.025458
2018,1,1,9,25,0,-0.0029795,0.046373,356.32,0.0934,0.030684,0.034898
2018,1,1,10,25,0,0.033251,0.092335,19.805,0.1118,0.088803,0.041779
2018,1,1,11,25,0,0.052928,0.08801,31.022,0.1148,0.099658,0.024807
2018,1,1,12,25,0,0.058696,0.085034,34.616,0.1433,0.10163,0.018624
2018,1,1,13,25,0,0.0046531,0.050683,5.2456,0.1441,0.039128,0.032548
2018,1,1,14,25,0,-0.0021688,0.0099302,347.68,0.0884,0.0054881,0.0085553
2018,1,1,15,25,0,-0.0075317,0.0093751,321.22,0.0795,0.0013035,0.011955
2018,1,1,16,25,0,-0.0097694,0.011867,320.54,0.1046,0.0014832,0.015299
2018,1,1,17,25,0,-0.029842,0.011118,290.43,0.1092,-0.013239,0.028963
2018,1,1,18,25,0,-0.024486,0.074592,341.83,0.1474,0.03543,0.070058
2018,1,1,19,25,0,-0.23325,0.0086277,272.12,0.2654,-0.15883,0.17103
2018,1,1,20,25,0,-0.32433,-0.0079055,268.6,0.3345,-0.23492,0.22374
2018,1,1,21,25,0,-0.17627,0.068978,291.37,0.1979,-0.075864,0.17341
2018,1,1,22,25,0,-0.17661,0.040871,283.03,0.2039,-0.095982,0.15378
2018,1,1,23,25,0,0.015979,-0.021637,143.55,0.1678,-0.0040012,-0.026598
2018,1,2,0,25,0,0.066353,-0.052575,128.39,0.2216,0.0097425,-0.084094
2018,1,2,1,25,0,0.074455,-0.034456,114.83,0.2101,0.028284,-0.077012
2018,1,2,2,25,0,0.032128,0.0074428,76.957,0.1615,0.027981,-0.017455
2018,1,2,3,25,0,-0.011098,0.028136,338.47,0.1343,0.012048,0.027743
2018,1,2,4,25,0,0.0061207,0.00564,47.34,0.1007,0.0083161,-0.00033987
2018,1,2,5,25,0,0.033041,-0.007298,102.46,0.1086,0.018203,-0.028524
2018,1,2,6,25,0,0.035268,0.0096628,74.678,0.103,0.031771,-0.018106
2018,1,2,7,25,0,0.01059,0.0078748,53.366,0.0798,0.013057,-0.0019202
2018,1,2,8,25,0,0.0049549,-0.059122,175.21,0.1075,-0.038302,-0.045309
2018,1,2,9,25,0,-0.076999,0.0091007,276.74,0.0909,-0.048011,0.060881
2018,1,2,10,25,0,-0.072851,0.047058,302.86,0.092,-0.018238,0.084788
2018,1,2,11,25,0,0.049432,0.090219,28.719,0.1149,0.098749,0.028841
2018,1,2,12,25,0,0.11317,0.092868,50.628,0.1516,0.14569,-0.014357
2018,1,2,13,25,0,0.075714,0.064162,49.721,0.1181,0.098907,-0.0081688
2018,1,2,14,25,0,0.0025378,0.083019,1.7509,0.1319,0.060498,0.056909
2018,1,2,15,25,0,0.021987,0.11232,11.076,0.1359,0.09497,0.063875
2018,1,2,16,25,0,-0.050867,0.06884,323.54,0.1033,0.012709,0.084646
2018,1,2,17,25,0,-0.049957,0.071663,325.12,0.1427,0.015348,0.085998
2018,1,2,18,25,0,-0.03415,0.036032,316.54,0.1332,0.0013309,0.049626
2018,1,2,19,25,0,-0.058636,0.039917,304.25,0.1697,-0.013237,0.069687
2018,1,2,20,25,0,-0.096659,0.016477,279.67,0.1784,-0.056698,0.079999
2018,1,2,21,25,0,-0.15809,0.028842,280.34,0.194,-0.09139,0.13218
2018,1,2,22,25,0,-0.112,0.0035638,271.82,0.182,-0.076675,0.081715
2018,1,2,23,25,0,-0.019295,-0.037253,207.38,0.1311,-0.039985,-0.012698
2018,1,3,0,25,0,0.040817,-0.014809,109.94,0.0867,0.01839,-0.039333
2018,1,3,1,25,0,0.042866,0.013434,72.6,0.0714,0.03981,-0.020812
2018,1,3,2,25,0,0.010726,-0.0060632,119.48,0.0645,0.0032968,-0.011872
2018,1,3,3,25,0,-0.016118,0.01925,320.06,0.0659,0.0022149,0.025009
2018,1,3,4,25,0,-0.042837,0.036267,310.25,0.0743,-0.0046458,0.055934
2018,1,3,5,25,0,-0.026999,0.038651,325.06,0.0687,0.0082392,0.046421
2018,1,3,6,25,0,-0.040576,0.00094201,271.33,0.0862,-0.028026,0.029358
2018,1,3,7,25,0,0.0046579,0.029496,8.974,0.0944,0.02415,0.017563
2018,1,3,8,25,0,-0.020229,0.06396,342.45,0.1136,0.030922,0.059531
2018,1,3,9,25,0,-0.039254,0.049594,321.64,0.1083,0.0073113,0.062825
2018,1,3,10,25,0,-0.12918,-0.0033373,268.52,0.1478,-0.093705,0.088986
2018,1,3,11,25,0,-0.06938,0.053764,307.77,0.1091,-0.011042,0.087076
2018,1,3,12,25,0,0.046714,0.10399,24.19,0.1234,0.10656,0.040502
2018,1,3,13,25,0,0.1877,0.097887,62.458,0.2137,0.20194,-0.06351
2018,1,3,14,25,0,0.067456,0.026085,68.858,0.0851,0.066144,-0.029253
2018,1,3,15,25,0,0.1523,0.027226,79.865,0.1694,0.12694,-0.08844
2018,1,3,16,25,0,0.17274,0.13188,52.64,0.2265,0.2154,-0.028893
2018,1,3,17,25,0,0.21932,0.1953,48.315,0.3062,0.29318,-0.016983
2018,1,3,18,25,0,0.19502,0.22344,41.115,0.3087,0.2959,0.020094
2018,1,3,19,25,0,0.34495,0.20821,58.885,0.414,0.39114,-0.096693
2018,1,3,20,25,0,0.3752,0.1813,64.21,0.4296,0.3935,-0.13711
2018,1,3,21,25,0,0.30446,0.21986,54.166,0.3931,0.37075,-0.059825
2018,1,3,22,25,0,0.095712,0.30674,17.329,0.336,0.28458,0.14922
2018,1,3,23,25,0,0.15152,0.25207,31.009,0.3124,0.28538,0.071103
2018,1,4,0,25,0,0.25316,0.15227,58.973,0.3102,0.28668,-0.071334
2018,1,4,1,25,0,0.31163,0.077407,76.051,0.3241,0.27509,-0.16562
2018,1,4,2,25,0,0.266,0.046293,80.127,0.2719,0.22082,-0.15535
2018,1,4,3,25,0,0.19481,0.040882,78.148,0.204,0.16666,-0.10885
2018,1,4,4,25,0,0.036337,0.18379,11.184,0.2168,0.15565,0.10426
2018,1,4,5,25,0,0.057142,0.13645,22.723,0.1916,0.13689,0.056076
2018,1,4,6,25,0,0.067803,0.028668,67.08,0.1487,0.068215,-0.027672
2018,1,4,7,25,0,0.14484,-0.046003,107.62,0.2026,0.069891,-0.13495
2018,1,4,8,25,0,0.196,0.036775,79.373,0.2164,0.16459,-0.11259
2018,1,4,9,25,0,0.23305,-0.11164,115.6,0.2909,0.085852,-0.24374
2018,1,4,10,25,0,0.1018,-0.18424,151.08,0.2654,-0.058296,-0.20226
2018,1,4,11,25,0,0.04631,-0.22369,168.3,0.2857,-0.12543,-0.19092
2018,1,4,12,25,0,0.076893,-0.13826,150.92,0.2285,-0.043397,-0.15214
2018,1,4,13,25,0,0.048134,-0.040753,130.25,0.1724,0.0052192,-0.062853
2018,1,4,14,25,0,0.089078,-0.0014962,90.962,0.1736,0.06193,-0.064046
2018,1,4,15,25,0,0.066381,-0.066715,135.14,0.1864,-0.00023616,-0.094114
2018,1,4,16,25,0,0.035163,-0.095024,159.69,0.1572,-0.042328,-0.092056
2018,1,4,17,25,0,-0.024838,-0.12515,191.23,0.1584,-0.10606,-0.07093
2018,1,4,18,25,0,0.027806,-0.18311,171.37,0.1922,-0.10982,-0.14914
2018,1,4,19,25,0,0.034706,-0.1774,168.93,0.1884,-0.1009,-0.14998
2018,1,4,20,25,0,0.084277,-0.15105,150.84,0.1847,-0.047217,-0.1664
2018,1,4,21,25,0,0.079861,-0.11126,144.33,0.1597,-0.0222,-0.13514
2018,1,4,22,25,0,0.083392,-0.23546,160.5,0.2607,-0.10753,-0.22546
2018,1,4,23,25,0,0.027093,-0.33459,175.37,0.3379,-0.21743,-0.25575
2018,1,5,0,25,0,0.044833,-0.31244,171.83,0.32,-0.18923,-0.25263
2018,1,5,1,25,0,0.078272,-0.16048,154,0.1915,-0.058133,-0.16883
2018,1,5,2,25,0,0.093375,-0.066423,125.43,0.1393,0.019058,-0.11299
2018,1,5,3,25,0,0.11716,-0.17035,145.48,0.2187,-0.037614,-0.2033
2018,1,5,4,25,0,0.12939,-0.29773,156.51,0.3321,-0.11904,-0.30202
2018,1,5,5,25,0,0.095639,-0.27188,160.62,0.3011,-0.12462,-0.25987
2018,1,5,6,25,0,0.075085,-0.25537,163.62,0.2944,-0.12748,-0.23367
2018,1,5,7,25,0,0.1053,-0.23541,155.9,0.3043,-0.091998,-0.24092
2018,1,5,8,25,0,0.082835,-0.17001,154.02,0.2361,-0.061642,-0.17879
2018,1,5,9,25,0,0.082214,-0.11953,145.48,0.1909,-0.026383,-0.14265
2018,1,5,10,25,0,0.089313,-0.12525,144.51,0.2005,-0.02541,-0.15172
2018,1,5,11,25,0,0.072893,-0.16201,155.78,0.2269,-0.063018,-0.16611
2018,1,5,12,25,0,0.034962,-0.17694,168.82,0.2186,-0.1004,-0.14984
2018,1,5,13,25,0,0.022313,-0.092055,166.37,0.1409,-0.049315,-0.08087
2018,1,5,14,25,0,0.016177,-0.0010042,93.552,0.1134,0.010729,-0.012149
2018,1,5,15,25,0,0.048627,0.013209,74.802,0.1162,0.043725,-0.025044
2018,1,5,16,25,0,0.092143,-0.047793,117.41,0.1347,0.03136,-0.098949
2018,1,5,17,25,0,0.055138,-0.041788,127.16,0.1242,0.00944,-0.068537
2018,1,5,18,25,0,0.027337,-0.070294,158.75,0.129,-0.030375,-0.069036
2018,1,5,19,25,0,0.031469,-0.095943,161.84,0.1398,-0.04559,-0.090094
2018,1,5,20,25,0,0.06284,-0.10611,149.37,0.1576,-0.030598,-0.11947
2018,1,5,21,25,0,0.084006,-0.11184,143.09,0.175,-0.019685,-0.13849
2018,1,5,22,25,0,0.12942,-0.070361,118.53,0.1886,0.041759,-0.14126
2018,1,5,23,25,0,0.066456,-0.40538,170.69,0.4155,-0.23966,-0.33364
2018,1,6,0,25,0,0.032648,-0.48145,176.12,0.4846,-0.31735,-0.36352
2018,1,6,1,25,0,0.071953,-0.35694,168.6,0.3723,-0.20152,-0.30327
2018,1,6,2,25,0,0.22852,-0.076618,108.54,0.2519,0.10741,-0.21576
2018,1,6,3,25,0,0.15669,0.058901,69.398,0.2409,0.15244,-0.069146
2018,1,6,4,25,0,0.11506,0.12177,43.377,0.2551,0.16747,0.0047442
2018,1,6,5,25,0,-0.05484,0.66993,355.32,0.6829,0.43494,0.51249
2018,1,6,6,25,0,0.75228,0.18267,76.352,0.7762,0.66111,-0.40278
2018,1,6,7,25,0,0.62122,0.21259,71.108,0.6742,0.58959,-0.28895
2018,1,6,8,25,0,0.65277,0.35286,61.606,0.746,0.71109,-0.21207
2018,1,6,9,25,0,0.6806,0.37847,60.922,0.7894,0.74888,-0.21364
2018,1,6,10,25,0,0.48021,0.38229,51.477,0.6285,0.60988,-0.069241
2018,1,6,11,25,0,0.00265,0.50339,0.30162,0.5114,0.35782,0.35408
2018,1,6,12,25,0,-0.094703,0.63265,351.49,0.6416,0.38039,0.51432
2018,1,6,13,25,0,0.46906,0.37195,51.586,0.6099,0.59469,-0.068662
2018,1,6,14,25,0,0.72652,0.36997,63.013,0.8195,0.77534,-0.25212
2018,1,6,15,25,0,0.87241,0.44079,63.195,0.979,0.92857,-0.30521
2018,1,6,16,25,0,0.76573,0.31991,67.326,0.8334,0.76766,-0.31524
2018,1,6,17,25,0,0.77119,0.31749,67.624,0.8364,0.76981,-0.32082
2018,1,6,18,25,0,0.88598,0.35993,67.891,0.9591,0.88099,-0.37197
2018,1,6,19,25,0,0.91179,0.36417,68.228,0.9844,0.90224,-0.38722
2018,1,6,20,25,0,0.82223,0.26741,71.985,0.8677,0.77049,-0.39232
2018,1,6,21,25,0,0.75068,0.27779,69.693,0.8036,0.72724,-0.33438
2018,1,6,22,25,0,0.79203,0.29223,69.748,0.8465,0.76669,-0.35341
2018,1,6,23,25,0,0.68163,0.24865,69.959,0.7281,0.65781,-0.30616
2018,1,7,0,25,0,0.52673,0.23776,65.706,0.5787,0.54057,-0.20433
2018,1,7,1,25,0,0.46923,0.28079,59.104,0.549,0.53034,-0.13325
2018,1,7,2,25,0,0.40056,0.25134,57.893,0.477,0.46096,-0.10551
2018,1,7,3,25,0,0.60092,0.30255,63.276,0.6745,0.63885,-0.21098
2018,1,7,4,25,0,0.47127,0.15885,71.372,0.5045,0.44556,-0.22091
2018,1,7,5,25,0,0.37365,0.084851,77.206,0.3845,0.32421,-0.20421
2018,1,7,6,25,0,0.34419,0.086346,75.917,0.3556,0.30444,-0.18232
2018,1,7,7,25,0,0.29276,0.097275,71.62,0.3094,0.27579,-0.13823
2018,1,7,8,25,0,0.27428,0.076822,74.353,0.2857,0.24827,-0.13963
2018,1,7,9,25,0,0.24835,0.12393,63.479,0.2781,0.26324,-0.087972
2018,1,7,10,25,0,0.29825,0.11522,68.878,0.3204,0.29236,-0.12942
2018,1,7,11,25,0,0.28469,0.038793,82.24,0.2882,0.22873,-0.17387
2018,1,7,12,25,0,0.21726,0.08488,68.66,0.2336,0.21364,-0.093605
2018,1,7,13,25,0,0.15055,0.081098,61.69,0.1725,0.1638,-0.049113
2018,1,7,14,25,0,0.14785,0.081168,61.234,0.1717,0.16194,-0.047154
2018,1,7,15,25,0,0.25158,0.064741,75.569,0.26,0.22367,-0.13212
2018,1,7,16,25,0,0.26536,0.04422,80.539,0.2695,0.21891,-0.15637
2018,1,7,17,25,0,0.21824,-0.0010471,90.275,0.2202,0.15358,-0.15506
2018,1,7,18,25,0,0.16576,0.012649,85.636,0.1667,0.12615,-0.10826
2018,1,7,19,25,0,0.099986,0.031519,72.504,0.1074,0.092988,-0.048414
2018,1,7,20,25,0,0.012704,0.053863,13.271,0.0603,0.04707,0.029104
2018,1,7,21,25,0,-0.033833,0.042008,321.15,0.0598,0.0057809,0.053628
2018,1,7,22,25,0,-0.018012,0.016341,312.22,0.0357,-0.0011815,0.024291
2018,1,7,23,25,0,0.015395,-0.0066765,113.45,0.0515,0.0061646,-0.015607
2018,1,8,0,25,0,-0.00013711,-0.10089,180.08,0.1042,-0.071435,-0.071241
2018,1,8,1,25,0,0.024767,-0.22692,173.77,0.2299,-0.14294,-0.17797
2018,1,8,2,25,0,-0.015752,-0.27492,183.28,0.279,-0.20554,-0.18326
2018,1,8,3,25,0,0.052151,-0.28474,169.62,0.2954,-0.16447,-0.23822
2018,1,8,4,25,0,0.080219,-0.19022,157.13,0.2102,-0.077785,-0.19123
2018,1,8,5,25,0,0.079345,-0.21678,159.9,0.2358,-0.097183,-0.20939
2018,1,8,6,25,0,0.16954,-0.2467,145.5,0.3045,-0.054557,-0.29433
2018,1,8,7,25,0,0.13505,-0.31095,156.52,0.3429,-0.12438,-0.31537
2018,1,8,8,25,0,-0.16943,-0.17949,223.35,0.2473,-0.24672,-0.0071155
2018,1,8,9,25,0,0.074822,-0.38783,169.08,0.4004,-0.22133,-0.32714
2018,1,8,10,25,0,0.041346,-0.36061,173.46,0.3659,-0.22576,-0.28423
2018,1,8,11,25,0,0.085054,-0.27394,162.75,0.2928,-0.13357,-0.25385
2018,1,8,12,25,0,-0.016366,-0.19486,184.8,0.1976,-0.14936,-0.12621
2018,1,8,13,25,0,0.083107,-0.23953,160.87,0.2584,-0.11061,-0.22814
2018,1,8,14,25,0,0.037026,-0.23598,171.08,0.244,-0.14068,-0.19304
2018,1,8,15,25,0,-0.003618,-0.16603,181.25,0.1729,-0.11996,-0.11484
2018,1,8,16,25,0,0.014838,-0.18595,175.44,0.1913,-0.12099,-0.14198
2018,1,8,17,25,0,0.011613,-0.11642,174.3,0.1259,-0.074106,-0.09053
2018,1,8,18,25,0,0.043336,-0.1247,160.84,0.1409,-0.057534,-0.11882
2018,1,8,19,25,0,0.020838,-0.19806,173.99,0.2078,-0.12531,-0.15478
2018,1,8,20,25,0,-0.014807,-0.19367,184.37,0.2037,-0.14741,-0.12647
2018,1,8,21,25,0,-0.043144,-0.33192,187.41,0.3385,-0.26521,-0.20419
2018,1,8,22,25,0,-0.066875,-0.33314,191.35,0.3422,-0.28285,-0.18828
2018,1,8,23,25,0,-0.071084,-0.39542,190.19,0.4039,-0.32987,-0.22934
2018,1,9,0,25,0,-0.029184,-0.46701,183.58,0.4699,-0.35086,-0.30959
2018,1,9,1,25,0,0.010145,-0.61252,179.05,0.617,-0.42594,-0.44029
2018,1,9,2,25,0,-0.0036811,-0.71035,180.3,0.7125,-0.50489,-0.49969
2018,1,9,3,25,0,0.01238,-0.80324,179.12,0.8046,-0.55922,-0.57673
2018,1,9,4,25,0,0.022257,-0.87173,178.54,0.8756,-0.60067,-0.63214
2018,1,9,5,25,0,0.047272,-0.78394,176.55,0.7904,-0.5209,-0.58775
2018,1,9,6,25,0,0.10836,-0.78338,172.12,0.7969,-0.47731,-0.63055
2018,1,9,7,25,0,0.18475,-0.77543,166.6,0.801,-0.41767,-0.67895
2018,1,9,8,25,0,0.1293,-0.86097,171.46,0.8741,-0.51737,-0.70022
2018,1,9,9,25,0,0.12193,-0.89173,172.21,0.9049,-0.54433,-0.71677
2018,1,9,10,25,0,0.10193,-0.85395,173.19,0.8639,-0.53176,-0.67592
2018,1,9,11,25,0,0.17571,-0.77148,167.17,0.7977,-0.42128,-0.66977
2018,1,9,12,25,0,0.21743,-0.77121,164.26,0.8073,-0.39158,-0.69907
2018,1,9,13,25,0,0.16086,-0.66708,166.44,0.6962,-0.35795,-0.58545
2018,1,9,14,25,0,-0.35232,-0.4603,217.43,0.581,-0.57461,-0.076352
2018,1,9,15,25,0,0.30348,-0.40392,143.08,0.5141,-0.071022,-0.50021
2018,1,9,16,25,0,0.19874,-0.35311,150.63,0.4137,-0.10915,-0.39022
2018,1,9,17,25,0,0.16103,-0.24035,146.18,0.2953,-0.056089,-0.28382
2018,1,9,18,25,0,0.11705,-0.29719,158.5,0.3304,-0.12737,-0.29291
2018,1,9,19,25,0,0.074658,-0.39634,169.33,0.4068,-0.22746,-0.33305
2018,1,9,20,25,0,0.0007262,-0.43089,179.9,0.4332,-0.30417,-0.3052
2018,1,9,21,25,0,-0.012274,-0.52821,181.33,0.533,-0.38218,-0.36482
2018,1,9,22,25,0,0.002708,-0.47504,179.67,0.4806,-0.33399,-0.33782
2018,1,9,23,25,0,0.039658,-0.48879,175.36,0.4963,-0.31759,-0.37367
2018,1,10,0,25,0,-0.075966,-0.44234,189.74,0.452,-0.3665,-0.25907
2018,1,10,1,25,0,0.044233,-0.6343,176.01,0.6417,-0.41724,-0.47979
2018,1,10,2,25,0,0.098824,-0.61712,170.9,0.6273,-0.36649,-0.50625
2018,1,10,3,25,0,0.088262,-0.71542,172.97,0.7235,-0.44347,-0.56829
2018,1,10,4,25,0,0.053029,-0.54684,174.46,0.5567,-0.34918,-0.42417
2018,1,10,5,25,0,0.041352,-0.61769,176.17,0.6253,-0.40753,-0.46601
2018,1,10,6,25,0,0.13732,-0.7264,169.29,0.7429,-0.41654,-0.61074
2018,1,10,7,25,0,0.1868,-0.78052,166.54,0.8084,-0.41983,-0.684
2018,1,10,8,25,0,0.10638,-0.8116,172.53,0.8249,-0.49866,-0.64911
2018,1,10,9,25,0,0.22547,-0.86912,165.46,0.9062,-0.45512,-0.77399
2018,1,10,10,25,0,0.12183,-0.84454,171.79,0.8677,-0.51104,-0.68333
2018,1,10,11,25,0,0.18741,-0.87525,167.91,0.9062,-0.48638,-0.75141
2018,1,10,12,25,0,0.057911,-0.78101,175.76,0.7837,-0.51131,-0.59321
2018,1,10,13,25,0,0.18142,-0.74608,166.33,0.7738,-0.39927,-0.65584
2018,1,10,14,25,0,0.19751,-0.73381,164.94,0.7857,-0.37923,-0.65854
2018,1,10,15,25,0,-0.13499,-0.46223,196.28,0.4949,-0.4223,-0.23139
2018,1,10,16,25,0,0.070993,-0.41432,170.28,0.4312,-0.24277,-0.34317
2018,1,10,17,25,0,0.16358,-0.38389,156.92,0.4439,-0.15579,-0.38712
2018,1,10,18,25,0,0.19005,-0.43224,156.27,0.4939,-0.17126,-0.44002
2018,1,10,19,25,0,0.19005,-0.34285,151,0.4063,-0.10805,-0.37681
2018,1,10,20,25,0,0.10368,-0.52785,168.89,0.5476,-0.29994,-0.44656
2018,1,10,21,25,0,0.12734,-0.6018,168.05,0.6244,-0.3355,-0.51558
2018,1,10,22,25,0,0.14434,-0.55473,165.41,0.5817,-0.29018,-0.49432
2018,1,10,23,25,0,0.11291,-0.53034,167.98,0.5543,-0.29517,-0.45484
2018,1,11,0,25,0,0.17985,-0.63842,164.27,0.6674,-0.32426,-0.57861
2018,1,11,1,25,0,0.081676,-0.59152,172.14,0.6021,-0.36052,-0.47602
2018,1,11,2,25,0,0.1214,-0.61467,168.83,0.6307,-0.34879,-0.52048
2018,1,11,3,25,0,0.089885,-0.60313,171.52,0.6134,-0.36292,-0.49003
2018,1,11,4,25,0,-0.025346,-0.61646,182.35,0.6174,-0.45383,-0.41798
2018,1,11,5,25,0,-0.016298,-0.59982,181.56,0.6011,-0.43566,-0.41261
2018,1,11,6,25,0,0.064581,-0.65211,174.34,0.6866,-0.41544,-0.50678
2018,1,11,7,25,0,0.047152,-0.64974,175.85,0.6703,-0.4261,-0.49278
2018,1,11,8,25,0,-0.040012,-0.49277,184.64,0.5042,-0.37673,-0.32015
2018,1,11,9,25,0,0.06747,-0.64647,174.04,0.666,-0.40941,-0.50483
2018,1,11,10,25,0,0.02137,-0.52956,177.69,0.5442,-0.35935,-0.38957
2018,1,11,11,25,0,-0.0041682,-0.46924,180.51,0.4703,-0.33475,-0.32885
2018,1,11,12,25,0,-0.0047886,-0.56573,180.48,0.5662,-0.40342,-0.39664
2018,1,11,13,25,0,-0.0082031,-0.59353,180.79,0.5956,-0.42549,-0.41389
2018,1,11,14,25,0,0.13013,-0.40187,162.06,0.4229,-0.19215,-0.37618
2018,1,11,15,25,0,0.081011,-0.29787,164.79,0.3122,-0.15334,-0.26791
2018,1,11,16,25,0,0.059101,-0.35669,170.59,0.3681,-0.21043,-0.29401
2018,1,11,17,25,0,-0.16748,-0.42824,201.36,0.4635,-0.42124,-0.18439
2018,1,11,18,25,0,-0.011774,-0.33641,182,0.3423,-0.2462,-0.22955
2018,1,11,19,25,0,0.15224,-0.37616,157.97,0.4092,-0.15833,-0.37363
2018,1,11,20,25,0,0.019527,-0.41456,177.3,0.4218,-0.27933,-0.30695
2018,1,11,21,25,0,-0.09368,-0.22615,202.5,0.246,-0.22615,-0.093668
2018,1,11,22,25,0,0.0094862,-0.48943,178.89,0.4921,-0.33937,-0.35279
2018,1,11,23,25,0,0.038706,-0.40014,174.47,0.4053,-0.25557,-0.31031
2018,1,12,0,25,0,0.060127,-0.35825,170.47,0.3659,-0.2108,-0.29583
2018,1,12,1,25,0,0.034569,-0.35099,174.38,0.3548,-0.22374,-0.27263
2018,1,12,2,25,0,-0.043742,-0.2604,189.54,0.2664,-0.21506,-0.1532
2018,1,12,3,25,0,0.025944,-0.20541,172.8,0.2084,-0.1269,-0.16359
2018,1,12,4,25,0,0.0098704,-0.36901,178.47,0.3727,-0.25395,-0.26791
2018,1,12,5,25,0,0.040445,-0.41765,174.47,0.4209,-0.26673,-0.32392
2018,1,12,6,25,0,-0.16369,-0.27224,211.02,0.3181,-0.30825,-0.076754
2018,1,12,7,25,0,-0.083458,-0.27292,197,0.2878,-0.25199,-0.13397
2018,1,12,8,25,0,-0.15428,-0.19133,218.88,0.2485,-0.24438,-0.026193
2018,1,12,9,25,0,-0.066482,-0.22259,196.63,0.2349,-0.20441,-0.11039
2018,1,12,10,25,0,-0.12667,-0.16177,218.06,0.2077,-0.20396,-0.024814
2018,1,12,11,25,0,0.015755,-0.18877,175.23,0.1915,-0.12234,-0.14462
2018,1,12,12,25,0,0.089455,-0.26948,161.64,0.2913,-0.1273,-0.25381
2018,1,12,13,25,0,0.057725,-0.25289,167.14,0.2649,-0.138,-0.21964
2018,1,12,14,25,0,0.075704,-0.47125,170.87,0.481,-0.27969,-0.38675
2018,1,12,15,25,0,-0.2622,-0.10204,248.74,0.2827,-0.25756,0.11325
2018,1,12,16,25,0,-0.077485,-0.25563,196.86,0.2688,-0.23555,-0.12597
2018,1,12,17,25,0,-0.51659,-0.020141,267.77,0.5189,-0.37953,0.35104
2018,1,12,18,25,0,0.015571,-0.4405,177.98,0.4523,-0.30047,-0.32249
2018,1,12,19,25,0,0.067277,-0.47482,171.94,0.4875,-0.28818,-0.38332
2018,1,12,20,25,0,0.095471,-0.42884,167.45,0.4449,-0.23573,-0.37075
2018,1,12,21,25,0,0.027679,-0.37822,175.81,0.3849,-0.24787,-0.28702
2018,1,12,22,25,0,0.058601,-0.40788,171.82,0.4181,-0.24698,-0.32985
2018,1,12,23,25,0,0.10541,-0.36697,163.97,0.3862,-0.18495,-0.33402
2018,1,13,0,25,0,0.043457,-0.3907,173.65,0.396,-0.24554,-0.30699
2018,1,13,1,25,0,0.0068733,-0.28738,178.63,0.2902,-0.19835,-0.20807
2018,1,13,2,25,0,-0.044744,-0.43726,185.84,0.4409,-0.34083,-0.27755
2018,1,13,3,25,0,0.11067,-0.26741,157.52,0.2908,-0.11083,-0.26734
2018,1,13,4,25,0,0.19292,-0.29233,146.58,0.3551,-0.070289,-0.34312
2018,1,13,5,25,0,0.16279,-0.31203,152.45,0.3608,-0.10552,-0.33575
2018,1,13,6,25,0,0.10515,-0.26069,158.03,0.2832,-0.10998,-0.25869
2018,1,13,7,25,0,0.078579,-0.32534,166.42,0.3393,-0.17449,-0.28562
2018,1,13,8,25,0,0.19202,-0.45946,157.32,0.5052,-0.18911,-0.46067
2018,1,13,9,25,0,-0.30668,-0.3291,222.98,0.4501,-0.44956,-0.015852
2018,1,13,10,25,0,0.09938,-0.56334,170,0.5834,-0.32807,-0.46861
2018,1,13,11,25,0,0.10881,-0.44254,166.19,0.4642,-0.23599,-0.38987
2018,1,13,12,25,0,0.050552,-0.4425,173.48,0.4487,-0.27715,-0.34864
2018,1,13,13,25,0,0.084375,-0.4676,169.77,0.4786,-0.27098,-0.3903
2018,1,13,14,25,0,0.098341,-0.52779,169.45,0.5412,-0.30366,-0.44274
2018,1,13,15,25,0,0.055892,-0.52735,173.95,0.5388,-0.33337,-0.41242
2018,1,13,16,25,0,0.07388,-0.52148,171.94,0.5326,-0.3165,-0.42098
2018,1,13,17,25,0,0.12652,-0.51588,166.22,0.5411,-0.27531,-0.45425
2018,1,13,18,25,0,0.058505,-0.40697,171.82,0.4175,-0.2464,-0.32914
2018,1,13,19,25,0,-0.59496,-0.03649,266.49,0.5996,-0.4465,0.3949
2018,1,13,20,25,0,-0.30125,-0.098074,251.97,0.32,-0.28236,0.14367
2018,1,13,21,25,0,0.0087232,-0.33237,178.5,0.3374,-0.22885,-0.24119
2018,1,13,22,25,0,-0.041617,-0.29566,188.01,0.3023,-0.23849,-0.17964
2018,1,13,23,25,0,0.0619,-0.37533,170.63,0.3871,-0.22163,-0.30917
2018,1,14,0,25,0,0.035448,-0.37804,174.64,0.3863,-0.24225,-0.29238
2018,1,14,1,25,0,0.058134,-0.30914,169.35,0.3184,-0.17749,-0.2597
2018,1,14,2,25,0,0.024128,-0.30331,175.45,0.3101,-0.19741,-0.23154
2018,1,14,3,25,0,0.016916,-0.20393,175.26,0.2064,-0.13224,-0.15616
