YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,u_rs,v_rs,wnd_dir,wnd_sp,urot,vrot
2018,1,1,2,25,0,4.133,0.74736,79.75,4.2,2.394,3.4509
2018,1,1,3,25,0,4.4965,0.17667,87.75,4.5,3.0546,3.3045
2018,1,1,4,25,0,3.4732,0.94691,74.75,3.6,1.7864,3.1255
2018,1,1,5,25,0,0.8756,0.66582,52.75,1.1,0.14834,1.09
2018,1,1,6,25,0,4.6924,0.26646,86.75,4.7,3.1296,3.5065
2018,1,1,7,25,0,2.2228,1.3488,58.75,2.6,0.61798,2.5255
2018,1,1,8,25,0,3.5932,2.5394,54.75,4.4,0.74514,4.3364
2018,1,1,9,25,0,1.0005,2.5078,21.75,2.7,-1.0658,2.4807
2018,1,1,10,25,0,-0.75829,2.1714,340.75,2.3,-2.0716,0.99922
2018,1,1,11,25,0,0.89547,-0.090169,95.75,0.9,0.69695,0.56943
2018,1,1,12,25,0,1.6729,0.3025,79.75,1.7,0.96899,1.3968
2018,1,1,13,25,0,2.3,0.010036,89.75,2.3,1.6192,1.6334
2018,1,1,14,25,0,2.6502,1.6082,58.75,3.1,0.73683,3.0112
2018,1,1,15,25,0,3.488,-0.28983,94.75,3.5,2.6713,2.2614
2018,1,1,16,25,0,3.9276,-1.488,110.75,4.2,3.8294,1.725
2018,1,1,17,25,0,4.559,-2.5011,118.75,5.2,4.9923,1.4551
2018,1,1,18,25,0,4.2619,-4.0799,133.75,5.9,5.8986,0.12871
2018,1,1,19,25,0,5.2883,-3.9489,126.75,6.6,6.5317,0.94705
2018,1,1,20,25,0,5.5357,-4.604,129.75,7.2,7.1698,0.65881
2018,1,1,21,25,0,6.4837,-5.0202,127.75,8.2,8.1344,1.0348
2018,1,1,22,25,0,7.2941,-2.7635,110.75,7.8,7.1117,3.2036
2018,1,1,23,25,0,5.1395,-3.9794,127.75,6.5,6.448,0.82029
2018,1,2,0,25,0,6.0604,-2.0572,108.75,6.4,5.74,2.8306
2018,1,2,1,25,0,6.5596,-1.3644,101.75,6.7,5.6031,3.6736
2018,1,2,2,25,0,9.3633,-2.1187,102.75,9.6,8.119,5.1227
2018,1,2,3,25,0,8.5987,-1.3235,98.75,8.7,7.0161,5.1444
2018,1,2,4,25,0,8.1929,-1.8539,102.75,8.4,7.1041,4.4824
2018,1,2,5,25,0,8.51,-2.2405,104.75,8.8,7.6018,4.4332
2018,1,2,6,25,0,5.7524,-3.0265,117.75,6.5,6.2076,1.9275
2018,1,2,7,25,0,5.7191,-3.6786,122.75,6.8,6.6452,1.4428
2018,1,2,8,25,0,4.5233,-3.6304,128.75,5.8,5.7655,0.63143
2018,1,2,9,25,0,3.8954,-6.1738,147.75,7.3,7.12,-1.6111
2018,1,2,10,25,0,4.7838,-7.026,145.75,8.5,8.3508,-1.5855
2018,1,2,11,25,0,6.3556,-8.358,142.75,10.5,10.404,-1.4159
2018,1,2,12,25,0,6.7833,-7.2109,136.75,9.9,9.8954,-0.30233
2018,1,2,13,25,0,5.3242,-6.7537,141.75,8.6,8.5404,-1.0108
2018,1,2,14,25,0,5.4129,-5.7541,136.75,7.9,7.8963,-0.24125
2018,1,2,15,25,0,6.7658,-5.6271,129.75,8.8,8.7631,0.80521
2018,1,2,16,25,0,3.7844,-5.1612,143.75,6.4,6.3255,-0.97359
2018,1,2,17,25,0,4.0388,-3.7334,132.75,5.5,5.4958,0.21593
2018,1,2,18,25,0,2.6095,-5.2915,153.75,5.9,5.5869,-1.8965
2018,1,2,19,25,0,2.329,-5.4209,156.75,5.9,5.48,-2.1863
2018,1,2,20,25,0,1.4551,-4.9923,163.75,5.2,4.559,-2.5011
2018,1,2,21,25,0,1.1689,-4.9642,166.75,5.1,4.3368,-2.6837
2018,1,2,22,25,0,3.2946,-3.6271,137.75,4.9,4.8944,-0.23509
2018,1,2,23,25,0,2.4835,-3.3871,143.75,4.2,4.1511,-0.63892
2018,1,3,0,25,0,2.4676,-3.0201,140.75,3.9,3.8804,-0.39073
2018,1,3,1,25,0,2.2418,-2.5563,138.75,3.4,3.3927,-0.22237
2018,1,3,2,25,0,2.4899,-1.0441,112.75,2.7,2.499,1.0224
2018,1,3,3,25,0,2.368,1.4941,57.75,2.8,0.61795,2.731
2018,1,3,4,25,0,1.5612,1.6889,42.75,2.3,-0.090298,2.2982
2018,1,3,5,25,0,0.55174,2.4384,12.75,2.5,-1.334,2.1143
2018,1,3,6,25,0,-1.4633,2.1491,325.75,2.6,-2.5544,0.48496
2018,1,3,7,25,0,-3.2827,2.9299,311.75,4.4,-4.3929,-0.24945
2018,1,3,8,25,0,-4.8847,-4.1352,229.75,6.4,-0.52997,-6.378
2018,1,3,9,25,0,-2.6607,1.7778,303.75,3.2,-3.1385,-0.62429
2018,1,3,10,25,0,-3.0303,2.611,310.75,4,-3.989,-0.29643
2018,1,3,11,25,0,-3.1126,5.1295,328.75,6,-5.8281,1.4261
2018,1,3,12,25,0,-4.4279,3.4284,307.75,5.6,-5.5552,-0.70671
2018,1,3,13,25,0,-5.9931,0.28787,272.75,6,-4.4413,-4.0342
2018,1,3,14,25,0,-4.511,-3.9561,228.75,6,-0.39242,-5.9872
2018,1,3,15,25,0,-5.2578,-6.551,218.75,8.4,0.91448,-8.3501
2018,1,3,16,25,0,-4.9275,-5.5208,221.75,7.4,0.41953,-7.3881
2018,1,3,17,25,0,-3.0302,-5.5234,208.75,6.3,1.7629,-6.0483
2018,1,3,18,25,0,0.029234,-6.6999,179.75,6.7,4.7582,-4.7169
2018,1,3,19,25,0,1.2056,-7.4025,170.75,7.5,6.0868,-4.3819
2018,1,3,20,25,0,1.6961,-7.203,166.75,7.4,6.2926,-3.894
2018,1,3,21,25,0,2.5993,-7.8825,161.75,8.3,7.4117,-3.7358
2018,1,3,22,25,0,3.0076,-6.0987,153.75,6.8,6.4391,-2.1858
2018,1,3,23,25,0,2.698,-5.4709,153.75,6.1,5.7763,-1.9608
2018,1,4,0,25,0,2.8895,-2.7661,133.75,4,3.999,0.08726
2018,1,4,1,25,0,2.3989,-0.073292,91.75,2.4,1.7481,1.6444
2018,1,4,2,25,0,1.1722,2.5428,24.75,2.8,-0.96913,2.6269
2018,1,4,3,25,0,0.6774,3.9422,9.75,4,-2.3086,3.2666
2018,1,4,4,25,0,1.2359,5.4619,12.75,5.6,-2.9882,4.7361
2018,1,4,5,25,0,0.61115,6.0693,5.75,6.1,-3.8595,4.7238
2018,1,4,6,25,0,0.0877,6.6994,0.75,6.7,-4.6752,4.7992
2018,1,4,7,25,0,0.56901,8.6814,3.75,8.7,-5.7363,6.541
2018,1,4,8,25,0,0.11519,8.7992,0.75,8.8,-6.1406,6.3035
2018,1,4,9,25,0,-0.6818,9.1747,355.75,9.2,-6.9696,6.0054
2018,1,4,10,25,0,-0.99697,7.8368,352.75,7.9,-6.2464,4.8365
2018,1,4,11,25,0,-1.2812,7.0851,349.75,7.2,-5.9159,4.104
2018,1,4,12,25,0,-1.1245,5.1793,347.75,5.3,-4.4575,2.8672
2018,1,4,13,25,0,0.43489,3.6744,6.75,3.7,-2.2906,2.9057
2018,1,4,14,25,0,0.7461,3.9298,10.75,4,-2.2512,3.3064
2018,1,4,15,25,0,0.84147,2.9836,15.75,3.1,-1.5147,2.7047
2018,1,4,16,25,0,2.5915,1.5113,59.75,3,0.76381,2.9011
2018,1,4,17,25,0,2.9368,2.8609,45.75,4.1,0.053667,4.0996
2018,1,4,18,25,0,3.1413,2.4764,51.75,4,0.47015,3.9723
2018,1,4,19,25,0,3.0645,2.247,53.75,3.8,0.57807,3.7558
2018,1,4,20,25,0,3.5833,1.5395,66.75,3.9,1.4452,3.6224
2018,1,4,21,25,0,3.1899,1.1768,69.75,3.4,1.4234,3.0877
2018,1,4,22,25,0,3.4596,4.0151,40.75,5.3,-0.39277,5.2854
2018,1,4,23,25,0,3.2134,4.4637,35.75,5.5,-0.88408,5.4285
2018,1,5,0,25,0,3.0631,3.4319,41.75,4.6,-0.26079,4.5926
2018,1,5,1,25,0,3.0836,4.7939,32.75,5.7,-1.2094,5.5702
2018,1,5,2,25,0,3.078,4.4369,34.75,5.4,-0.9609,5.3138
2018,1,5,3,25,0,3.3452,6.9354,25.75,7.7,-2.5386,7.2695
2018,1,5,4,25,0,3.6458,7.2331,26.75,8.1,-2.5366,7.6926
2018,1,5,5,25,0,3.0609,6.9564,23.75,7.6,-2.7545,7.0833
2018,1,5,6,25,0,2.8469,6.1754,24.75,6.8,-2.3536,6.3797
2018,1,5,7,25,0,3.5001,5.2383,33.75,6.3,-1.2291,6.1789
2018,1,5,8,25,0,2.7779,4.1573,33.75,5,-0.97545,4.9039
2018,1,5,9,25,0,3.1711,4.2466,36.75,5.3,-0.76051,5.2452
2018,1,5,10,25,0,3.5052,4.3674,38.75,5.6,-0.60965,5.5667
2018,1,5,11,25,0,4.0619,4.5509,41.75,6.1,-0.34583,6.0902
2018,1,5,12,25,0,4.5761,4.6162,44.75,6.5,-0.028362,6.4999
2018,1,5,13,25,0,3.231,4.3268,36.75,5.4,-0.77486,5.3441
2018,1,5,14,25,0,3.4233,3.2204,46.75,4.7,0.14353,4.6978
2018,1,5,15,25,0,2.9188,3.1576,42.75,4.3,-0.16882,4.2967
2018,1,5,16,25,0,3.8873,1.5903,67.75,4.2,1.6242,3.8732
2018,1,5,17,25,0,4.7492,1.2062,75.75,4.9,2.5053,4.2111
2018,1,5,18,25,0,4.6535,1.5345,71.75,4.9,2.2055,4.3756
2018,1,5,19,25,0,5.2869,1.8463,70.75,5.6,2.4329,5.0439
2018,1,5,20,25,0,5.7589,2.0111,70.75,6.1,2.6501,5.4943
2018,1,5,21,25,0,6.0047,3.7887,57.75,7.1,1.567,6.9249
2018,1,5,22,25,0,6.0699,3.6833,58.75,7.1,1.6876,6.8965
2018,1,5,23,25,0,6.1332,3.5768,59.75,7.1,1.8077,6.866
2018,1,6,0,25,0,6.343,4.0021,57.75,7.5,1.6552,7.3151
2018,1,6,1,25,0,4.3548,3.1931,53.75,5.4,0.82147,5.3372
2018,1,6,2,25,0,3.5622,2.9104,50.75,4.6,0.46087,4.5769
2018,1,6,3,25,0,-4.1029,-1.8482,245.75,4.5,-1.5943,-4.2081
2018,1,6,4,25,0,-4.3735,-5.0757,220.75,6.7,0.49653,-6.6816
2018,1,6,5,25,0,-3.1612,-12.919,193.75,13.3,6.8997,-11.37
2018,1,6,6,25,0,-1.3024,-12.935,185.75,13,8.2252,-10.067
2018,1,6,7,25,0,-4.8732,-11.075,203.75,12.1,4.3855,-11.277
2018,1,6,8,25,0,-4.2285,-9.1722,204.75,10.1,3.4958,-9.4757
2018,1,6,9,25,0,-3.433,-7.4468,204.75,8.2,2.8382,-7.6932
2018,1,6,10,25,0,-3.948,-0.64297,260.75,4,-2.337,-3.2463
2018,1,6,11,25,0,-7.8028,-3.8479,243.75,8.7,-2.7965,-8.2383
2018,1,6,12,25,0,-6.854,-7.9544,220.75,10.5,0.77814,-10.471
2018,1,6,13,25,0,-3.7858,-8.6039,203.75,9.4,3.4069,-8.7609
2018,1,6,14,25,0,2.1827,-7.4884,163.75,7.8,6.8385,-3.7517
2018,1,6,15,25,0,1.2494,-9.8208,172.75,9.9,7.8278,-6.061
2018,1,6,16,25,0,0.52157,-9.1852,176.75,9.2,6.8637,-6.1261
2018,1,6,17,25,0,-1.772,-9.3333,190.75,9.5,5.3466,-7.8526
2018,1,6,18,25,0,-0.77012,-9.2681,184.75,9.3,6.009,-7.0981
2018,1,6,19,25,0,-0.4366,-9.0895,182.75,9.1,6.1185,-6.736
2018,1,6,20,25,0,0.50457,-8.8857,176.75,8.9,6.6399,-5.9263
2018,1,6,21,25,0,1.9711,-8.3711,166.75,8.6,7.313,-4.5254
2018,1,6,22,25,0,3.3948,-7.9016,156.75,8.6,7.9878,-3.1868
2018,1,6,23,25,0,2.6651,-7.2241,159.75,7.7,6.9927,-3.2237
2018,1,7,0,25,0,3.0804,-6.8382,155.75,7.5,7.0135,-2.6572
2018,1,7,1,25,0,3.022,-5.8675,152.75,6.6,6.2858,-2.0121
2018,1,7,2,25,0,2.6866,-4.0978,146.75,4.9,4.7973,-0.99784
2018,1,7,3,25,0,2.3942,-4.2752,150.75,4.9,4.716,-1.3301
2018,1,7,4,25,0,1.7892,-2.5316,144.75,3.1,3.0552,-0.52498
2018,1,7,5,25,0,0.76757,-0.78793,135.75,1.1,1.0999,-0.014399
2018,1,7,6,25,0,1.542,-1.1101,125.75,1.9,1.8753,0.30541
2018,1,7,7,25,0,1.4429,-2.0416,144.75,2.5,2.4639,-0.42337
2018,1,7,8,25,0,1.4215,-1.6791,139.75,2.2,2.1924,-0.18218
2018,1,7,9,25,0,1.5113,-2.5915,149.75,3,2.9011,-0.76381
2018,1,7,10,25,0,-0.46838,-2.2518,191.75,2.3,1.2611,-1.9235
2018,1,7,11,25,0,1.919,-2.927,146.75,3.5,3.4267,-0.71275
2018,1,7,12,25,0,2.0398,-0.49914,103.75,2.1,1.7953,1.0894
2018,1,7,13,25,0,2.5408,0.55166,77.75,2.6,1.4065,2.1867
2018,1,7,14,25,0,2.0055,0.62274,72.75,2.1,0.97779,1.8585
2018,1,7,15,25,0,1.0524,1.7007,31.75,2,-0.4584,1.9468
2018,1,7,16,25,0,1.7366,0.47346,74.75,1.8,0.89319,1.5628
2018,1,7,17,25,0,2.3875,0.74135,72.75,2.5,1.164,2.2125
2018,1,7,18,25,0,2.9965,-0.14393,92.75,3,2.2207,2.0171
2018,1,7,19,25,0,3.8038,-0.86072,102.75,3.9,3.2983,2.0811
2018,1,7,20,25,0,4.7835,-0.39748,94.75,4.8,3.6635,3.1014
2018,1,7,21,25,0,4.8794,0.44836,84.75,4.9,3.1333,3.7673
2018,1,7,22,25,0,4.935,0.80371,80.75,5,2.9212,4.0579
2018,1,7,23,25,0,5.2562,1.2377,76.75,5.4,2.8416,4.5919
2018,1,8,0,25,0,6.231,2.176,70.75,6.6,2.8673,5.9446
2018,1,8,1,25,0,6.4735,2.3882,69.75,6.9,2.8888,6.2662
2018,1,8,2,25,0,6.4788,3.7783,59.75,7.5,1.9095,7.2528
2018,1,8,3,25,0,6.0341,4.1085,55.75,7.3,1.3616,7.1719
2018,1,8,4,25,0,5.7312,4.3581,52.75,7.2,0.97093,7.1342
2018,1,8,5,25,0,5.5645,4.08,53.75,6.9,1.0497,6.8197
2018,1,8,6,25,0,4.961,4.1998,49.75,6.5,0.53825,6.4777
2018,1,8,7,25,0,4.54,5.4588,39.75,7.1,-0.64966,7.0702
2018,1,8,8,25,0,4.9281,4.9713,44.75,7,-0.030543,6.9999
2018,1,8,9,25,0,3.5704,5.5509,32.75,6.6,-1.4004,6.4497
2018,1,8,10,25,0,3.1262,5.4697,29.75,6.3,-1.6571,6.0782
2018,1,8,11,25,0,2.7779,4.1573,33.75,5,-0.97545,4.9039
2018,1,8,12,25,0,2.2778,3.409,33.75,4.1,-0.79987,4.0212
2018,1,8,13,25,0,2.5578,3.0754,39.75,4,-0.36601,3.9832
2018,1,8,14,25,0,3.7382,1.6839,65.75,4.1,1.4526,3.8341
2018,1,8,15,25,0,4.6389,0.75549,80.75,4.7,2.746,3.8144
2018,1,8,16,25,0,6.1789,1.2291,78.75,6.3,3.5001,5.2383
2018,1,8,17,25,0,5.9721,2.5658,66.75,6.5,2.4086,6.0373
2018,1,8,18,25,0,6.7899,1.2278,79.75,6.9,3.933,5.6694
2018,1,8,19,25,0,7.0617,1.4047,78.75,7.2,4.0001,5.9866
2018,1,8,20,25,0,7.3982,0.16143,88.75,7.4,5.1172,5.3455
2018,1,8,21,25,0,7.8723,1.4235,79.75,8,4.56,6.5732
2018,1,8,22,25,0,8.0691,1.4591,79.75,8.2,4.674,6.7375
2018,1,8,23,25,0,7.9592,3.7538,64.75,8.8,2.9737,8.2823
2018,1,9,0,25,0,9.0446,4.2657,64.75,10,3.3792,9.4118
2018,1,9,1,25,0,8.5448,3.6711,66.75,9.3,3.4462,8.6379
2018,1,9,2,25,0,8.4656,4.937,59.75,9.8,2.4951,9.4771
2018,1,9,3,25,0,8.5203,4.2017,63.75,9.5,3.0537,8.9958
2018,1,9,4,25,0,8.8975,5.1889,59.75,10.3,2.6224,9.9606
2018,1,9,5,25,0,8.9647,5.6563,57.75,10.6,2.3394,10.339
2018,1,9,6,25,0,8.6974,5.7022,56.75,10.4,2.1179,10.182
2018,1,9,7,25,0,8.0396,6.1135,52.75,10.1,1.362,10.008
2018,1,9,8,25,0,8.376,4.6908,60.75,9.6,2.6058,9.2396
2018,1,9,9,25,0,7.6323,6.4612,49.75,10,0.82808,9.9657
2018,1,9,10,25,0,7.7581,5.4829,54.75,9.5,1.6088,9.3628
2018,1,9,11,25,0,6.5638,5.5567,49.75,8.6,0.71215,8.5705
2018,1,9,12,25,0,6.2088,4.7213,52.75,7.8,1.0518,7.7288
2018,1,9,13,25,0,6.6812,4.2156,57.75,7.9,1.7435,7.7052
2018,1,9,14,25,0,7.2029,3.2447,65.75,7.9,2.7989,7.3876
2018,1,9,15,25,0,7.5447,2.3427,72.75,7.9,3.6784,6.9914
2018,1,9,16,25,0,8.7365,2.5464,73.75,9.1,4.377,7.9782
2018,1,9,17,25,0,8.8325,2.5744,73.75,9.2,4.4251,8.0659
2018,1,9,18,25,0,9.3584,2.5514,74.75,9.7,4.8133,8.4215
2018,1,9,19,25,0,9.1171,3.0064,71.75,9.6,4.3209,8.5726
2018,1,9,20,25,0,9.0727,2.8171,72.75,9.5,4.4233,8.4074
2018,1,9,21,25,0,9.7925,2.8543,73.75,10.2,4.9061,8.9426
2018,1,9,22,25,0,9.4757,3.4958,69.75,10.1,4.2285,9.1722
2018,1,9,23,25,0,10.081,2.9382,73.75,10.5,5.0504,9.2056
2018,1,10,0,25,0,8.6828,4.0951,64.75,9.6,3.244,9.0353
2018,1,10,1,25,0,8.9123,3.829,66.75,9.7,3.5944,9.0095
2018,1,10,2,25,0,8.0248,2.8024,70.75,8.5,3.6928,7.6559
2018,1,10,3,25,0,8.5292,2.1661,75.75,8.8,4.4994,7.5628
2018,1,10,4,25,0,7.7201,1.6762,77.75,7.9,4.2737,6.6442
2018,1,10,5,25,0,8.4348,1.6778,78.75,8.6,4.7779,7.1506
2018,1,10,6,25,0,7.3924,2.1547,73.75,7.7,3.7036,6.7508
2018,1,10,7,25,0,7.3995,3.9759,61.75,8.4,2.4208,8.0436
2018,1,10,8,25,0,7.6234,3.7595,63.75,8.5,2.7322,8.0489
2018,1,10,9,25,0,6.5787,3.3883,62.75,7.4,2.256,7.0477
2018,1,10,10,25,0,6.282,3.5181,60.75,7.2,1.9544,6.9297
2018,1,10,11,25,0,6.0047,3.7887,57.75,7.1,1.567,6.9249
2018,1,10,12,25,0,6.7739,4.4412,56.75,8.1,1.6495,7.9303
2018,1,10,13,25,0,6.3263,3.8389,58.75,7.4,1.7589,7.1879
2018,1,10,14,25,0,6.5437,3.6647,60.75,7.5,2.0358,7.2184
2018,1,10,15,25,0,5.6867,3.7284,56.75,6.8,1.3848,6.6575
2018,1,10,16,25,0,6.9343,3.5714,62.75,7.8,2.3779,7.4287
2018,1,10,17,25,0,8.5745,3.3344,68.75,9.2,3.7053,8.4209
2018,1,10,18,25,0,8.5912,3.0002,70.75,9.1,3.9535,8.1964
2018,1,10,19,25,0,8.3936,2.2884,74.75,8.7,4.3171,7.5533
2018,1,10,20,25,0,9.3201,3.6244,68.75,10,4.0275,9.1531
2018,1,10,21,25,0,8.7208,4.6859,61.75,9.9,2.8531,9.48
2018,1,10,22,25,0,8.6264,5.4429,57.75,10.2,2.2511,9.9485
2018,1,10,23,25,0,8.717,6.8719,51.75,11.1,1.3047,11.023
2018,1,11,0,25,0,8.2429,6.9781,49.75,10.8,0.89433,10.763
2018,1,11,1,25,0,8.717,6.8719,51.75,11.1,1.3047,11.023
2018,1,11,2,25,0,7.8988,6.4536,50.75,10.2,1.0219,10.149
2018,1,11,3,25,0,6.0698,5.5134,47.75,8.2,0.39342,8.1906
2018,1,11,4,25,0,6.8548,5.0261,53.75,8.5,1.293,8.4011
2018,1,11,5,25,0,6.7739,6.3722,46.75,9.3,0.28401,9.2957
2018,1,11,6,25,0,7.7746,6.129,51.75,9.9,1.1636,9.8314
2018,1,11,7,25,0,7.3386,5.3809,53.75,9.1,1.3843,8.9941
2018,1,11,8,25,0,6.541,5.7363,48.75,8.7,0.56901,8.6814
2018,1,11,9,25,0,7.4393,5.0652,55.75,9,1.6787,8.8421
2018,1,11,10,25,0,7.4028,5.6292,52.75,9.3,1.2541,9.2151
2018,1,11,11,25,0,7.522,5.1215,55.75,9.1,1.6974,8.9403
2018,1,11,12,25,0,6.4565,3.6158,60.75,7.4,2.0087,7.1222
2018,1,11,13,25,0,6.2011,2.5369,67.75,6.7,2.591,6.1787
2018,1,11,14,25,0,6.3377,2.4646,68.75,6.8,2.7387,6.2241
2018,1,11,15,25,0,7.5247,1.6338,77.75,7.7,4.1655,6.476
2018,1,11,16,25,0,7.9303,2.7694,70.75,8.4,3.6493,7.5659
2018,1,11,17,25,0,7.3537,2.2834,72.75,7.7,3.5852,6.8144
2018,1,11,18,25,0,7.495,1.7648,76.75,7.7,4.0518,6.5477
2018,1,11,19,25,0,6.9828,3.0001,66.75,7.6,2.8162,7.059
2018,1,11,20,25,0,6.6153,2.8422,66.75,7.2,2.668,6.6874
2018,1,11,21,25,0,7.1267,2.9156,67.75,7.7,2.9777,7.1009
2018,1,11,22,25,0,6.631,3.7135,60.75,7.6,2.0629,7.3147
2018,1,11,23,25,0,6.2231,3.2051,62.75,7,2.1341,6.6668
2018,1,12,0,25,0,6.2937,2.5748,67.75,6.8,2.6296,6.271
2018,1,12,1,25,0,5.7887,1.5782,74.75,6,2.9773,5.2092
2018,1,12,2,25,0,5.6346,1.7496,72.75,5.9,2.7471,5.2214
2018,1,12,3,25,0,6.703,2.3408,70.75,7.1,3.0846,6.395
2018,1,12,4,25,0,6.3676,1.736,74.75,6.6,3.275,5.7301
2018,1,12,5,25,0,6.3797,2.3536,69.75,6.8,2.8469,6.1754
2018,1,12,6,25,0,5.6046,2.4079,66.75,6.1,2.2604,5.6657
2018,1,12,7,25,0,6.3254,2.2089,70.75,6.7,2.9108,6.0347
2018,1,12,8,25,0,6.2,2.7929,65.75,6.8,2.4092,6.3589
2018,1,12,9,25,0,5.4422,3.1738,59.75,6.3,1.604,6.0924
2018,1,12,10,25,0,4.2283,2.2719,61.75,4.8,1.3833,4.5963
2018,1,12,11,25,0,4.2998,0.93358,77.75,4.4,2.3803,3.7006
2018,1,12,12,25,0,5.1982,1.034,78.75,5.3,2.9445,4.4068
2018,1,12,13,25,0,6.183,0.45947,85.75,6.2,4.0471,4.6969
2018,1,12,14,25,0,6.0902,0.34583,86.75,6.1,4.0619,4.5509
2018,1,12,15,25,0,6.8984,0.15052,88.75,6.9,4.7714,4.9843
2018,1,12,16,25,0,6.7715,0.62221,84.75,6.8,4.3482,5.2281
2018,1,12,17,25,0,7.4025,1.2056,80.75,7.5,4.3819,6.0868
2018,1,12,18,25,0,8.5612,1.5481,79.75,8.7,4.959,7.1483
2018,1,12,19,25,0,7.9303,2.7694,70.75,8.4,3.6493,7.5659
2018,1,12,20,25,0,7.2004,2.0987,73.75,7.5,3.6074,6.5755
2018,1,12,21,25,0,6.9901,2.7183,68.75,7.5,3.0206,6.8648
2018,1,12,22,25,0,7.1352,3.8339,61.75,8.1,2.3344,7.7563
2018,1,12,23,25,0,6.0496,4.6002,52.75,7.6,1.0249,7.5306
2018,1,13,0,25,0,5.3381,4.6814,48.75,7.1,0.46436,7.0848
2018,1,13,1,25,0,5.2443,4.9333,46.75,7.2,0.21988,7.1966
2018,1,13,2,25,0,5.3332,4.0555,52.75,6.7,0.9035,6.6388
2018,1,13,3,25,0,4.537,2.5408,60.75,5.2,1.4115,5.0048
2018,1,13,4,25,0,5.1973,2.7926,61.75,5.9,1.7004,5.6497
2018,1,13,5,25,0,5.4133,1.785,71.75,5.7,2.5656,5.09
2018,1,13,6,25,0,6.8378,2.2548,71.75,7.2,3.2407,6.4294
2018,1,13,7,25,0,5.9564,3.0678,62.75,6.7,2.0426,6.3811
2018,1,13,8,25,0,5.9201,3.7353,57.75,7,1.5449,6.8274
2018,1,13,9,25,0,6.6812,4.2156,57.75,7.9,1.7435,7.7052
2018,1,13,10,25,0,6.1342,3.1593,62.75,6.9,2.1036,6.5715
2018,1,13,11,25,0,4.1407,4.4794,42.75,6.1,-0.23948,6.0953
2018,1,13,12,25,0,4.4915,3.1743,54.75,5.5,0.93142,5.4206
2018,1,13,13,25,0,5.9106,2.1805,69.75,6.3,2.6376,5.7213
2018,1,13,14,25,0,6.5606,1.7886,74.75,6.8,3.3743,5.9038
2018,1,13,15,25,0,7.4289,2.0253,74.75,7.7,3.8209,6.6851
2018,1,13,16,25,0,6.2859,2.319,69.75,6.7,2.805,6.0846
2018,1,13,17,25,0,5.6922,1.5519,74.75,5.9,2.9277,5.1224
2018,1,13,18,25,0,5.8528,0.74457,82.75,5.9,3.6121,4.6651
2018,1,13,19,25,0,6.6999,0.029234,89.75,6.7,4.7169,4.7582
2018,1,13,20,25,0,7.6873,-1.3209,99.75,7.8,6.3698,4.5017
2018,1,13,21,25,0,8.2867,0.47055,86.75,8.3,5.5268,6.1923
2018,1,13,22,25,0,8.2772,0.6151,85.75,8.3,5.4179,6.2878
2018,1,13,23,25,0,7.4631,1.8954,75.75,7.7,3.937,6.6174
2018,1,14,0,25,0,6.2196,3.6272,59.75,7.2,1.8331,6.9627
2018,1,14,1,25,0,7.0747,3.0395,66.75,7.7,2.8533,7.1518
2018,1,14,2,25,0,6.2859,2.319,69.75,6.7,2.805,6.0846
2018,1,14,3,25,0,6.0176,2.7107,65.75,6.6,2.3383,6.1719
2018,1,14,4,25,0,5.1122,2.521,63.75,5.7,1.8322,5.3975
2018,1,14,5,25,0,4.4844,2.2114,63.75,5,1.6072,4.7347
2018,1,14,6,25,0,4.0135,2.2477,60.75,4.6,1.2486,4.4273
2018,1,14,7,25,0,4.2153,2.0788,63.75,4.7,1.5108,4.4506
2018,1,14,8,25,0,4.1464,2.4181,59.75,4.8,1.2221,4.6418
2018,1,14,9,25,0,3.2615,2.1383,56.75,3.9,0.7942,3.8183
2018,1,14,10,25,0,3.8892,1.8342,64.75,4.3,1.453,4.0471
2018,1,14,11,25,0,4.35,1.7796,67.75,4.7,1.8175,4.3343
2018,1,14,12,25,0,3.9262,2.1988,60.75,4.5,1.2215,4.331
2018,1,14,13,25,0,3.0801,3.0005,45.75,4.3,0.056285,4.2996
2018,1,14,14,25,0,4.8239,1.3152,74.75,5,2.4811,4.341
2018,1,14,15,25,0,5.4436,1.6903,72.75,5.7,2.654,5.0444
2018,1,14,16,25,0,6.2543,1.3579,77.75,6.4,3.4622,5.3826
2018,1,14,17,25,0,6.3897,0.36283,86.75,6.4,4.2616,4.7748
2018,1,14,18,25,0,6.7429,1.464,77.75,6.9,3.7327,5.8032
2018,1,14,19,25,0,6.6693,1.3266,78.75,6.8,3.7779,5.654
2018,1,14,20,25,0,6.1443,1.7909,73.75,6.4,3.0783,5.6111
2018,1,14,21,25,0,7.2416,0.92125,82.75,7.3,4.4692,5.772
2018,1,14,22,25,0,5.0976,-0.15575,91.75,5.1,3.7147,3.4944
2018,1,14,23,25,0,7.3498,5.1943,54.75,9,1.5241,8.87
2018,1,15,0,25,0,7.1048,5.0212,54.75,8.7,1.4733,8.5743
2018,1,15,1,25,0,5.5756,4.5555,50.75,7.2,0.72135,7.1638
2018,1,15,2,25,0,1.9095,7.2528,14.75,7.5,-3.7783,6.4788
2018,1,15,3,25,0,-2.2154,8.7231,345.75,9,-7.7347,4.6016
